证券代码,证券简称,上市日期,首次ST时间,time,status,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
600385.SH,*ST金泰,2001年7月23日,2003年4月9日,625,1,2.5572,7.2991,6.4097,6.8772,4.7842,7.2991,6.0382,2.0172,0.305,0.7011,1.2142,1.5986,0.399,1.2764,0.8308,52.2269,1.1677,0.2286,1.1457,-0.6415,-18.099,4.4154,0.7059,6859613.03,0.1203,6.2836,-0.96,1.32,0.0485,0.1206
000980.SZ,众泰汽车,2000年6月16日,2003年4月10日,1028,1,-1.8502,-13.6569,-7.7212,-5.9536,0.1671,-13.6569,-3.424,3.4794,1.8713,0.2856,1.365,1.5233,0.2396,1.7006,1.4707,53.3565,1.6067,0.6241,1.1439,-30.0437,-319.2057,-0.857,43.2289,-139994594,-0.0586,-3.1269,-0.11,3.08,-0.9333,2.0079
600234.SH,*ST山水,2000年6月15日,2003年4月17日,1036,1,-12.1175,-49.7551,-48.9714,-32.2947,-6.96,-49.7551,-31.0524,5.8783,0.4049,0.5918,1.4877,1.2507,0.2474,0.7552,0.48,67.5843,0.5841,0.3371,2.0849,-63.3699,-584.6656,-23.6946,66.4832,-108388608.1,-0.0131,-0.8832,-0.73,2.35,-1.1548,1.931
000995.SZ,*ST皇台,2000年8月7日,2004年4月19日,1351,1,-1.8153,-8.1267,-11.434,-12.0278,0.0492,-8.1267,-2.6506,1.4308,0.6423,0.3211,0.7535,0.5987,0.1588,1.455,1.0154,30.5024,3.9369,0.0142,0.4444,-31.5785,-514.5993,-2.5449,-3.1243,-27334732.46,-0.0408,-1.2437,-0.08,3.21,-0.1952,2.083
600516.SH,方大炭素,2002年8月30日,2006年4月26日,1335,1,-5.4064,-14.5483,-14.6864,-12.9731,-3.0536,-14.5483,-12.1825,3.8186,1.7425,0.5264,3,1.2664,0.3681,1.3236,0.8673,54.4224,1.3452,0.2447,1.2433,45.3115,-500.252,-10.8596,-5.3816,-244561482.6,-0.0317,-1.7239,-0.42,3.47,-1.2228,2.2489
600429.SH,三元股份,2003年9月15日,2006年5月8日,966,1,-8.7677,-12.7799,-12.6309,-11.4333,-8.792,-12.7799,-16.0464,7.5975,1.6077,1.837,1.5884,4.5323,0.6941,1.0537,0.8375,38.2651,3.0583,0.375,0.6478,0.1538,-757.4062,-14.4743,-15.8893,2877238,0.0876,3.3508,-0.2,1.23,0.0045,0.3561
600419.SH,天润乳业,2001年6月28日,2006年5月9日,1776,1,-2.5113,-10.1355,-8.8237,-8.0383,-2.3253,-10.1355,-4.7779,2.1003,1.1179,0.4063,1.8826,1.2854,0.2846,1.427,1.0542,48.6042,2.7943,0.4791,0.9597,-6.1528,-227.6501,-6.6159,6.4702,-45029125.61,-0.0859,-4.1766,-0.165,3.45,-0.5617,2.177
600984.SH,建设机械,2004年7月7日,2007年4月6日,1003,1,-5.5737,-12.3056,-12.3758,-11.0088,-3.5652,-12.3056,-12.2905,2.3058,1.592,0.6482,2.834,1.283,0.4504,1.3232,0.6537,49.946,1.3483,0.0977,0.9978,-4.8695,-372.4045,-16.1769,-17.1808,-206716567.4,-0.1767,-8.8276,-0.35,2.85,-1.4603,1.8217
000982.SZ,*ST中绒,2000年7月6日,2007年4月13日,2472,1,-16.2053,-67.955,-63.7845,-37.969,-16.613,-67.955,-70.9262,1.4214,1.9622,0.3127,1.9211,0.795,0.2541,1.2064,0.7047,70.0423,0.4344,0.0514,3.1174,-44.488,-2016.7412,-42.0621,-19.3955,1355303.54,0.0728,5.1024,-1.08,1.52,0.0092,1.3457
600568.SH,中珠医疗,2001年5月18日,2007年4月19日,2162,1,-3.2157,-3.8233,-4.2703,-4.069,-1.721,-3.8233,-8.5424,3.2387,2.6287,1.2396,7.4225,3.3812,0.7531,1.1975,0.7498,59.5925,1.543,0.1738,1.856,793.7074,-490.9166,-6.2886,79.2057,37023114.54,0.0695,4.1413,-0.35,4.06,0.3388,2.7106
000981.SZ,ST银亿,2000年6月22日,2007年4月30日,2503,1,-0.609,-1.4949,-1.0141,-0.9735,-0.4069,-1.4949,2.3658,8.9363,2.5479,0.833,4.088,4.941,0.6005,1.6191,1.3548,48.6708,3.936,0.7994,0.969,-11.3295,94.456,1.089,6.5214,-200429827.5,-0.6981,-33.9758,0.083,3.527,-1.2449,2.749
000725.SZ,京东方A,2001年1月12日,2007年4月30日,2299,1,-7.7026,-11.0169,-11.1136,-9.9091,-4.0738,-11.0169,-46.985,7.4433,1.6379,2.3085,6.131,8.6975,0.6931,0.9634,0.6705,82.7386,0.2607,0.3355,5.1248,181.4751,-619.9138,-31.8491,16.7289,-371917741,-0.0568,-4.701,-0.723,1.54,-0.1694,0.7363
600381.SH,青海春天,2001年5月8日,2007年5月8日,2191,1,-8.4591,-7.6601,-22.3034,-23.8685,-6.8273,-7.6601,-72.0843,8.8947,5.2401,0.4427,2.0464,0.6578,0.3793,1.3842,0.7118,76.1258,0.4292,0.1435,4.6984,93.0564,-292.5064,-42.0913,-19.8753,-173898275.5,0.1551,11.8084,-0.56,0.78,-0.608,0.0715
600579.SH,克劳斯,2002年8月9日,2007年5月8日,1733,1,-9.7994,-26.7246,-26.7117,-20.7133,-8.0362,-26.7246,-38.4241,5.4295,0.7411,0.8427,2.8545,1.4264,0.3669,0.9789,0.4072,73.2528,0.4841,0.1566,2.7387,2.8799,-1199.352,-28.2038,-8.8882,-61407281.7,0.0854,6.2584,-0.6821,1.98,-0.2843,1.2501
600552.SH,凯盛科技,2002年11月8日,2007年5月8日,1642,1,-11.8492,-20.3511,-23.422,-19.5242,-9.9152,-20.3511,-41.878,5.0658,0.9227,1.2309,3.4022,6.586,0.5059,0.7292,0.5648,63.0562,0.7008,0.2604,2.0141,110.4569,-375.9721,-31.6639,-8.8468,-71126590.34,-0.0305,-1.9205,-0.8409,2.01,-0.6079,1.539
000100.SZ,TCL集团,2004年1月30日,2007年5月8日,1194,1,-5.6381,-3.0748,-3.3155,-3.1468,-4.4001,-3.0748,-6.519,6.9917,13.8187,2.1392,19.9803,6.2669,1.7005,1.0692,0.7548,74.2927,0.668,0.3245,4.5432,133.6517,-1527.3117,-10.0187,-2.2579,-859825656,-0.0913,-6.782,-0.1238,1.8994,-0.3324,0.7333
600329.SH,中新药业,2001年6月6日,2008年4月2日,2492,1,-10.3201,-18.3104,-18.1417,-16.2393,-9.0111,-18.3104,-33.4981,6.2816,1.6404,1.4418,5.8559,2.6633,0.5689,0.8603,0.5451,61.051,1.1087,0.2667,1.5675,4.864,-521.2975,-29.2683,-12.352,-94896000,-0.0129,-0.79,-1.05,3.1217,-0.2567,2.7384
600372.SH,中航电子,2001年7月6日,2008年4月15日,2475,1,-5.466,-11.3048,-10.104,-9.8652,-5.3778,-11.3048,-23.1345,4.0544,3.3786,1.0583,5.7997,4.106,0.541,0.7916,0.6906,65.1042,32.4667,0.2872,1.8657,-42.709,-619.7522,-18.4457,-48.8198,152889490.3,0.1165,7.585,-0.59,2.533,0.3729,2.0373
600275.SH,ST昌鱼,2000年8月10日,2008年5月5日,2825,1,-4.1733,-154.0707,-216.71,-101.023,-3.9087,-154.0707,-15.392,1.2591,0.2206,0.0248,0.0841,0.0386,0.0193,1.1178,0.0454,73.42,1.3548,7.00E-04,2.7622,-43.965,-676.5965,-31.3575,3.0505,-13955724.69,-0.0179,-1.3172,-0.15,0.9788,-0.0274,0.4631
600421.SH,*ST仰帆,2004年6月7日,2008年5月5日,1428,1,1.3933,9.1841,4.4799,5.477,4.6077,9.1841,2.3269,3.4744,2.0871,0.396,1.1579,5.8458,0.311,2.4569,2.3915,32.951,0.1267,0.9016,0.4914,46.9164,-39.5303,1.6136,-4.6353,16035795.38,0.1437,4.7363,0.06,2.4198,0.082,0.8062
002075.SZ,沙钢股份,2006年10月25日,2008年9月20日,696,1,3.0372,1.9445,1.5741,1.6107,4.4096,1.9445,7.9888,16.9521,7.0028,2.9563,15.4589,10.1142,1.9296,1.0458,0.7886,67.8833,7.9234,0.5444,2.1136,252.7916,32.9007,171.4989,68.2358,404869290.6,-0.0092,-0.6219,0.21,3.1885,2.0448,1.4805
002002.SZ,鸿达兴业,2004年6月25日,2008年12月29日,1648,1,1.8135,4.1219,3.2617,3.4147,3.4633,4.1219,3.3419,8.1553,2.7431,1.0626,3.336,5.1756,0.556,1.1463,0.8668,40.6066,32.2574,0.663,0.6837,32.7918,-55.5551,-1.9897,0.7086,-110789041.6,0.0619,2.5125,0.11,3.3587,-1.2082,1.8555
002145.SZ,中核钛白,2007年8月3日,2009年4月22日,628,1,1.6338,-7.3709,3.7256,3.5981,3.5914,-7.3709,2.5393,6.0011,0.7681,1.1971,2.4728,2.5604,0.4385,1.2555,0.6935,38.0616,4.5953,0.3755,0.6145,74.7568,-58.8287,92.0139,9.9554,71511199.76,0.0886,3.3738,0.1126,3.6166,0.3764,1.7095
600130.SH,波导股份,2000年7月6日,2009年4月29日,3219,1,-20.5237,-13.2283,-12.9814,-11.8132,-23.7758,-13.2283,-78.4421,11.9372,15.3038,2.076,5.9488,6.4516,1.581,1.1506,0.7555,67.683,1.7205,0.4431,2.0943,-55.4099,-2243.4392,-43.974,-30.0167,-563997464.9,-0.2582,-17.4759,-0.77,0.9854,-0.7344,0.6208
600562.SH,国睿科技,2003年1月28日,2010年2月24日,2584,1,-4.062,-9.8423,-8.8496,-8.2159,-1.8547,-9.8423,-7.3439,14.8803,1.4895,0.8117,3.393,1.507,0.459,1.2112,0.6836,50.6678,5.1556,0.3863,1.0271,25.938,-366.7424,-9.0823,20.056,19928036.3,-0.111,-5.6251,-0.28,3.7797,0.237,2.1745
600299.SH,安迪苏,2000年4月20日,2010年4月7日,3639,1,-1.54,-2.8734,-2.0047,-1.9742,0.9436,-2.8734,-5.2541,30.5472,2.2345,1.9078,15.3382,5.0008,0.7682,0.7308,0.4601,72.8568,0.572,0.2774,2.6842,222.0103,-136.2314,-5.4205,23.2183,92575582.04,0.041,2.987,-0.29,5.5936,0.1771,3.451
600444.SH,国机通用,2004年2月19日,2010年4月19日,2251,1,-21.9103,-98.5109,-87.9192,-58.6136,-27.5166,-98.5109,-78.4629,4.2441,0.4525,0.8439,1.5912,2.2298,0.2492,0.3782,0.2603,70.2645,0.2134,0.1168,2.363,-44.6872,-2429.1228,-43.966,-18.1367,-4049078.85,-0.0605,-4.2485,-1.2,1.5351,-0.0386,0.7147
600355.SH,精伦电子,2002年6月13日,2010年4月20日,2868,1,-11.1132,-43.2313,-40.9452,-31.038,-12.03,-43.2313,-13.7483,1.7214,0.9014,0.453,0.7666,0.6379,0.2714,4.1958,2.0718,14.1051,1.7205,0.9446,0.1642,32.8151,-1217.4319,-12.0866,-11.1305,18160850.83,-0.2722,-3.8393,-0.31,2.2831,0.0738,1.318
600301.SH,ST南化,2000年7月12日,2010年4月26日,3575,1,-6.5137,-9.0669,-8.8084,-8.2438,-3.3137,-9.0669,-17.766,26.2061,1.324,2.7767,7.537,10.6425,0.7395,0.7089,0.5652,63.9381,0.8301,0.3859,1.773,95.7013,-328.6744,-20.4784,17.3895,338066804.9,0.0936,5.9824,-0.5587,3.1446,1.4377,2.36
000976.SZ,华铁股份,2000年6月1日,2010年4月27日,3617,1,-15.5216,-14.7242,-14.727,-13.2872,-14.9099,-14.7242,-39.2532,92.6749,1.9837,2.5163,3.2764,5.4578,1.054,0.6671,0.3873,55.6731,4.1581,0.3569,1.256,-21.248,-2265.3926,-28.1884,-19.4849,61246695.2,0.1605,8.9372,-0.4825,1.2293,0.1044,0.6114
600490.SH,鹏欣资源,2003年6月26日,2010年4月29日,2499,1,-12.5104,-34.2414,-32.8998,-27.5741,-11.273,-34.2414,-21.3922,2.9713,1.5306,0.6309,1.3768,1.2005,0.3803,1.3578,0.6806,45.5018,2.1586,0.2612,0.8349,91.8112,-2232.3816,-17.6224,-7.6293,-10342212.06,-0.1457,-6.6297,-0.39,1.8077,-0.0784,1.0118
600365.SH,通葡股份,2001年1月15日,2011年2月16日,3684,1,-13.3465,-56.0435,-55.0053,-47.9326,-13.4759,-56.0435,-24.3118,2.2352,0.5459,0.5063,0.492,0.5269,0.2426,1.1022,0.4299,42.3322,14.9699,0.0247,0.7341,-3.3432,-1864.6685,-19.5571,-9.1679,-4403655.53,0.0782,3.3119,-0.27,1.1132,-0.0315,2.0397
600281.SH,太化股份,2000年11月9日,2011年4月27日,3821,1,-7.3668,-10.5932,-10.1187,-9.1879,-5.748,-10.5932,-24.4314,8.913,2.1408,1.6617,5.4117,6.1291,0.728,0.6722,0.4927,69.9584,1.9535,0.1519,2.3287,46.2374,-1695.6292,-19.605,3.4559,-11918626.62,0.0018,0.1262,-0.5,2.0611,-0.0232,1.0034
600539.SH,ST狮头,2001年8月24日,2011年6月30日,3597,1,0.0739,1.2793,0.1628,0.1726,0.1952,1.2793,0.0954,5.4616,1.1379,0.7946,2.2364,4.4152,0.4539,2.6015,2.271,23.0457,1.7205,1.8374,0.2995,14.5221,-57.5881,-0.3137,1.3508,94275214.72,0.3587,8.2669,0.0036,3.8169,0.4099,2.2233
002114.SZ,罗平锌电,2007年2月15日,2012年3月23日,1863,1,-0.991,-2.1168,-1.0066,-0.9988,1.7003,-2.1168,-3.5723,86.3276,2.5786,1.9731,6.5808,2.4578,0.9845,0.9053,0.2379,64.205,0.6878,0.1678,1.7937,-2.3306,-285.571,-3.4302,18.231,28238138.88,-0.1117,-7.1687,-0.09,2.505,0.1536,0.9266
002102.SZ,ST冠福,2006年12月29日,2012年4月26日,1945,1,-5.7955,-16.01,-12.7765,-11.1211,-3.6342,-16.01,-15.6357,3.7996,1.6526,0.825,3.3082,1.3934,0.4536,0.9378,0.6115,64.6278,1.6329,0.3385,1.8271,65.5885,-1345.0307,42.3723,28.337,200799508.3,-0.0789,-5.1018,-0.49,2.7044,0.9813,1.4361
002019.SZ,亿帆医药,2004年7月13日,2012年4月27日,2845,1,-17.2091,-49.1953,-53.0448,-47.853,-15.0566,-49.1953,-28.4003,4.732,1.0506,0.8507,1.7235,2.6591,0.3244,0.9988,0.7002,41.433,2.06,0.3817,0.7074,-50.3251,-763.5239,-23.8241,5.3458,-72430958.88,-0.068,-2.8154,-0.8963,3.1558,-0.3286,1.5272
000972.SZ,ST中基,2000年9月26日,2012年5月2日,4236,1,-8.6488,-28.6503,-32.1941,-22.2587,-4.7312,-28.6503,-25.9996,2.3605,0.6996,0.5004,3.1365,1.1959,0.2686,0.949,0.4754,75.2841,0.3774,0.2126,3.046,-29.4395,-12812.6337,16.9285,-3.2289,254111022.4,-0.1027,-7.7314,-0.7569,2.7843,0.5271,2.036
600392.SH,盛和资源,2003年5月29日,2012年5月2日,3261,1,-7.5882,-25.743,-24.6046,-21.0885,-5.5393,-25.743,-21.7034,2.6024,5.6312,0.4527,2.3382,3.1649,0.3084,5.4762,4.586,63.1358,1.2281,1.7882,1.7127,-28.428,-1635.289,-17.838,-12.8786,178617580.7,0.0643,4.0584,-0.56,2.5948,1.1406,0.9779
002506.SZ,协鑫集成,2010年11月18日,2013年2月1日,806,1,-0.995,-1.2986,-1.665,-1.7596,1.0044,-1.2986,-1.8863,2.3299,4.4862,0.8028,6.3213,5.1163,0.5976,1.2478,1.0232,56.4053,1.6502,0.1683,1.2939,162.4331,-125.2881,-5.2231,49.6917,-2015367661,-0.2833,-15.9773,-0.1,5.5093,-3.8228,3.7882
002162.SZ,悦心健康,2007年8月23日,2013年2月8日,1996,1,-9.6872,-21.4195,-19.9475,-17.0159,-7.5134,-21.4195,-26.1712,6.9884,1.0648,1.164,2.1781,1.6486,0.4856,0.8486,0.3819,63.5235,0.7205,0.1955,1.7415,5.4318,-641.8165,-22.5983,3.4788,40449983.39,0.0566,3.5953,-0.4343,1.6594,0.0968,0.7743
600961.SH,株冶集团,2004年8月30日,2013年3月15日,3119,1,-9.121,-5.1853,-5.0531,-4.9101,-5.6015,-5.1853,-41.1569,111.7577,5.3656,3.7772,22.2249,5.0414,1.805,0.7316,0.2059,77.9251,0.2455,0.1291,3.53,39.9508,-3378.1545,-33.6567,-0.6101,-200862581.2,-0.108,-8.4126,-1.12,2.7146,-0.3808,1.8958
002265.SZ,西仪股份,2008年8月6日,2013年3月27日,1694,1,-1.8599,-5.8701,-3.9244,-3.7278,-1.4619,-5.8701,-2.5871,3.3175,1.4132,0.8532,1.3166,2.2128,0.4739,1.9509,1.1923,29.8855,18.4032,0.5612,0.4262,-10.6648,-221.2579,1.1435,-1.7703,-43473407.97,-0.0875,-2.6157,-0.05,1.9002,-0.1494,0.4908
600980.SH,北矿科技,2004年5月12日,2013年4月3日,3248,1,-8.1525,-11.5465,-11.3665,-10.7108,-7.9043,-11.5465,-9.5543,6.3139,1.7549,1.4173,2.2244,2.9267,0.7172,1.8306,0.9208,26.6677,33.5196,0.4755,0.3637,17.1661,-920.2484,-8.2853,-11.3229,-5908913.17,0.3003,8.0081,-0.1928,2.0178,-0.0455,1.306
600319.SH,ST亚星,2001年3月26日,2013年5月2日,4420,1,-1.558,-3.7914,-2.573,-2.5097,2.5717,-3.7914,-6.3763,12.8842,1.1752,1.509,6.691,6.2905,0.6055,0.6063,0.4663,72.6487,1.1284,0.3586,2.6561,1.4523,-383.1627,-6.247,-1.349,-3701199.51,0.0727,5.2788,-0.18,2.7554,-0.0117,2.2791
002160.SZ,常铝股份,2007年8月21日,2014年3月11日,2394,1,-3.6267,-3.7913,-3.6176,-3.4936,-0.3846,-3.7913,-11.7991,7.3569,3.6552,1.6528,5.6306,4.1746,1.0025,0.9578,0.6288,71.3908,0.8339,0.4116,2.4954,55.0963,-1260.1448,-10.8071,16.0724,137723445.3,0.1703,12.1585,-0.204,1.7263,0.4051,0.5776
600550.SH,保变电气,2001年2月28日,2014年3月12日,4760,1,-10.3552,-51.1009,-50.3012,-39.0684,-7.8372,-51.1009,-27.2602,1.2408,0.9482,0.4153,2.4933,1.551,0.2059,1.3684,0.9859,61.2223,0.9396,0.3146,1.5788,-43.0365,-2734.6037,-17.0425,-7.0552,-466948438.9,0.0169,1.0327,-1.11,4.1388,-0.3401,2.6326
002459.SZ,晶澳科技,2010年8月10日,2014年3月17日,1315,1,-14.4755,-70.8275,-67.112,-44.2467,-12.6741,-70.8275,-34.3013,0.8652,1.4433,0.3086,2.2192,0.7382,0.2157,1.1545,0.6321,59.1622,1.4788,0.1336,1.4487,-50.8509,-1666.1075,-25.381,5.9046,-157733291.2,-0.062,-3.6668,-1.43,4.1703,-0.7096,3.7468
002134.SZ,天津普林,2007年5月16日,2014年4月14日,2525,1,-10.619,-20.1718,-20.3465,-17.0086,-10.5065,-20.1718,-14.549,3.5402,1.0365,1.2783,1.78,4.3358,0.5219,1.7644,1.0847,24.7614,27.9419,0.3321,0.3291,18.9836,-3586.0703,-12.601,-6.4956,-50361369.07,-0.2733,-6.7685,-0.36,2.4789,-0.2048,1.2295
002164.SZ,宁波东力,2007年8月23日,2014年4月23日,2435,1,-2.7872,-11.3076,-8.8218,-8.1892,-1.5767,-11.3076,-4.9866,1.8484,0.8158,0.805,1.386,2.1555,0.3159,0.7783,0.5449,44.1704,2.1588,0.1139,0.7912,15.5995,-305.3445,-5.8468,0.5888,-25930016.97,0.1173,5.1816,-0.12,2.4525,-0.0582,0.9837
002217.SZ,合力泰,2008年2月20日,2014年4月25日,2256,1,-0.8553,-2.489,-1.0588,-1.0385,-0.2461,-2.489,-1.313,46.835,1.8262,2.2501,3.5375,10.8605,0.8078,0.9166,0.7366,39.1867,5.9378,0.4678,0.6444,104.2986,-111.5455,-4.1156,2.1777,15862053.65,0.2568,10.0647,-0.03,2.6554,0.0474,0.3924
002006.SZ,精功科技,2004年6月25日,2014年4月29日,3595,1,-8.2687,-31.5122,-27.5766,-26.1926,-8.7779,-31.5122,-18.9951,1.4326,1.3809,0.4194,1.6159,0.9446,0.2998,1.3264,0.8141,54.0123,3.4832,0.4248,1.1745,14.8591,-151.4988,-17.9105,-18.0082,-184437135.9,-0.2725,-14.7169,-0.43,2.2517,-0.4052,0.5768
002248.SZ,华东数控,2008年6月12日,2014年4月29日,2147,1,-4.2385,-38.2372,-33.5351,-26.4588,-2.3551,-38.2372,-10.6981,1.6875,0.4494,0.3667,1.4485,0.5782,0.1264,0.7975,0.3539,60.9565,0.3398,0.1308,1.5612,-35.01,-688.8524,-10.462,9.1795,29244778.92,-0.0209,-1.2723,-0.38,3.5814,0.1136,1.8643
600282.SH,南钢股份,2000年9月19日,2014年4月30日,4971,1,-1.6386,-2.9159,-1.7536,-1.7002,0.1816,-2.9159,-6.3847,62.658,2.1169,2.2191,8.2647,5.9644,0.9344,0.7703,0.5078,74.2852,0.6319,0.4044,2.8888,37.4546,-270.0917,-9.7299,-0.4696,135938741.4,0.0779,5.7872,-0.1448,2.2684,0.0351,0.1028
601558.SH,ST锐电,2011年1月13日,2014年5月5日,1208,1,-1.8564,-18.9392,-14.501,-11.6253,-2.0006,-18.9392,-4.7316,0.389,3.4283,0.1422,0.9994,0.4281,0.128,1.9442,1.2661,57.0575,11.5373,0.4677,1.3287,-70.7352,-197.3068,-10.0121,-15.8971,-4615072460,-0.0254,-1.4495,-0.14,3.063,-1.1479,1.7761
002633.SZ,申科股份,2011年11月22日,2015年1月28日,1163,1,-2.9622,-9.8007,-10.9573,-10.0748,-0.9541,-9.8007,-5.2949,1.3165,0.8209,0.4762,1.6667,1.5153,0.2703,1.5672,1.1636,38.4473,5.0351,0.608,0.6246,20.2245,-521.1572,-5.0286,-4.6814,-35142828.35,0.1063,4.0867,-0.19,3.5935,-0.2343,1.9037
002192.SZ,融捷股份,2007年12月5日,2015年3月23日,2665,1,-4.5838,-7.0191,-6.907,-6.751,-1.331,-7.0191,-14.8194,3.4626,3.9451,1.1209,5.6955,2.5176,0.6636,0.9909,0.6157,67.5872,0.2398,0.151,2.0852,-31.5711,-1015.5288,35.9539,-10.939,-40735224.16,-0.1217,-8.2243,-0.39,2.5631,-0.2867,1.3211
600962.SH,国投中鲁,2004年6月22日,2015年4月30日,3964,1,-4.1544,-8.6411,-7.9837,-7.364,-2.219,-8.6411,-10.464,5.3743,2.1552,0.7448,4.7492,0.9377,0.5204,1.2551,0.3693,53.0641,0.7931,0.1343,1.1306,33.353,-296.2721,-10.6826,-10.2919,-96955981.25,0.1909,10.1288,-0.3572,3.4138,-0.3698,2.0091
600408.SH,ST安泰,2003年2月12日,2015年5月4日,4464,1,-4.8202,-8.7975,-8.0039,-7.4604,-1.5534,-8.7975,-11.1524,4.0825,1.5584,1.0996,4.4535,4.388,0.6022,1.1646,0.8755,62.4988,1.1471,0.3533,1.6666,-9.2942,-1532.855,-10.1151,3.3871,390591497.2,0.0797,4.979,-0.24,2.1641,0.388,1.4433
002109.SZ,兴化股份,2007年1月26日,2016年3月1日,3322,1,-7.8634,-15.735,-15.8842,-13.9167,-7.1628,-15.735,-13.0198,14.7874,0.8932,2.0334,2.6458,12.5613,0.495,0.6712,0.5525,39.7828,3.1017,0.3555,0.6607,-31.985,-344.9039,-11.5716,2.5475,-36330009.19,-0.1095,-4.3578,-0.42,3.2377,-0.1014,0.5492
600230.SH,沧州大化,2000年4月6日,2016年3月25日,5832,1,-4.6723,-6.7325,-6.9752,-6.5818,-1.5202,-6.7325,-11.1369,1140.1238,1.0446,2.6726,10.592,8.2435,0.6698,1.0924,0.7791,58.8017,1.7404,0.7043,1.4273,20.475,-305.7969,7.5473,2.166,68295117.67,0.0559,3.288,-0.6879,5.8718,0.2321,2.1829
600581.SH,八一钢铁,2002年8月16日,2016年3月30日,4975,1,-9.3057,-10.1661,-9.8596,-9.0601,-7.204,-10.1661,-127.1401,1175.645,1.3603,3.56,26.9246,5.6563,0.9438,0.3047,0.1069,92.4613,0.2028,0.0537,12.2649,-26.1701,-6195.3897,-56.102,-5.6573,101391308.7,-0.0565,-5.2205,-2.65,2.088,0.1323,1.3633
600375.SH,华菱星马,2003年4月1日,2016年4月12日,4760,1,-4.4548,-9.3659,-7.6739,-7.3399,-4.2985,-9.3659,-10.5578,4.82,1.586,1.1834,8.9923,3.371,0.5805,0.8784,0.5499,58.6413,375.6299,0.2448,1.4179,-27.0851,-253.6974,-13.2211,5.0938,-1026575018,-0.0466,-2.73,-0.68,6.4145,-1.8472,4.7952
600520.SH,文一科技,2002年1月8日,2016年4月18日,5214,1,-9.8892,-21.6696,-23.5238,-21.0999,-7.7625,-21.6696,-14.0842,2.4407,1.9211,0.7678,1.9012,2.7112,0.4204,1.8933,1.4935,32.1627,0.7114,0.7799,0.4741,6.392,-972.2479,135.3004,25.0822,98626080.49,-0.3609,-11.6071,-0.4655,2.9898,0.6225,2.3943
000962.SZ,东方钽业,2000年1月20日,2016年4月20日,5935,1,-7.6062,-14.9027,-13.7289,-12.5105,-6.4207,-14.9027,-16.1503,5.1016,1.3867,1.0304,5.5636,1.7766,0.554,1.2955,0.5644,49.225,1.2854,0.266,0.9695,5.5397,-9128.3098,-14.3516,-14.5847,-141013791.1,0.0852,4.1917,-0.7637,4.7288,-0.3199,2.715
002379.SZ,宏创控股,2010年3月31日,2016年4月22日,2214,1,-5.8506,-19.9032,-16.9989,-14.1371,-3.9231,-19.9032,-26.3902,9.456,1.2892,0.7537,2.2011,4.3294,0.3442,0.753,0.6254,74.0599,0.9947,0.2917,2.855,13.8268,-4874.3143,-21.097,-25.6877,-247379986.6,-0.1154,-8.5465,-0.3733,1.4144,-0.267,0.612
002199.SZ,东晶电子,2007年12月21日,2016年4月26日,3049,1,-10.2307,-54.89,-52.3691,-38.475,-6.8983,-54.89,-21.2802,4.5885,0.3557,0.8316,1.2712,1.9782,0.1954,0.7297,0.4714,55.8682,1.027,0.1391,1.2659,22.7512,-641.8459,23.9661,18.0593,9573343.52,-0.0926,-5.1726,-0.74,2.9468,0.0393,2.1178
002513.SZ,蓝丰生化,2010年12月3日,2016年4月27日,1972,1,-1.441,-4.9417,-2.9922,-2.869,0.2118,-4.9417,-3.2605,4.7109,0.8367,1.5652,5.8749,4.455,0.4816,0.7248,0.4941,55.9954,2.1006,0.194,1.2725,9.5156,-277.5418,-3.1344,0.8789,41667619.47,0.0875,4.901,-0.18,5.3915,0.1955,2.8724
600346.SH,恒力石化,2001年8月20日,2016年4月29日,5366,1,-6.4425,-22.2533,-21.6616,-18.2236,-3.4974,-22.2533,-28.8725,2.6573,0.6175,0.71,3.0173,1.3372,0.2974,0.7387,0.3914,74.9182,0.5415,0.1467,2.987,-6.39,-1505.9448,15.5297,4.1038,48424591.9,0.0693,5.1899,-0.67,2.2809,0.1668,2.0355
002289.SZ,*ST宇顺,2009年9月3日,2016年5月3日,2434,1,-8.3311,-11.5551,-11.7713,-11.8766,-6.1666,-11.5551,-19.6229,4.4203,5.2021,1.1321,14.719,3.6657,0.7077,1.2094,0.886,57.3342,1.9872,0.4413,1.3438,223.8363,-3133.3545,9.0363,2.7027,-25272624.27,-0.0393,-2.2516,-1.9735,8.921,-0.1353,9.6271
601005.SH,重庆钢铁,2007年2月28日,2017年4月5日,3689,1,-13.8624,-111.196,-71.7026,-45.0534,-12.1297,-111.196,-150.0987,17.1771,0.2782,0.9816,1.8823,1.9522,0.1933,0.1866,0.067,89.7825,0.0788,0.0419,8.7871,-54.7639,-11693.4125,-60.0069,-16.8058,-113772000,-0.0476,-4.278,-1.35,0.8992,-0.0256,1.5008
002490.SZ,山东墨龙,2010年10月21日,2017年4月7日,2360,1,-4.8169,-20.0616,-17.7518,-15.5324,-4.4486,-20.0616,-10.6678,2.9188,1.0348,0.703,2.0228,1.5554,0.2713,0.6418,0.3678,56.6227,1.1336,0.12,1.3054,-45.3292,-2109.5789,-9.6919,-3.1983,-278533864.2,0.0062,0.3526,-0.33,3.0496,-0.3491,1.0647
