证券代码,证券简称,上市日期,首次ST时间,time,status,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
600425.SH,青松建化,2003年7月24日,2017年4月11日,5010,1,-8.0093,-55.3134,-53.0758,-36.2514,-5.8873,-55.3134,-14.8907,3.4972,0.3145,0.7029,1.2727,1.7116,0.1509,0.6002,0.3643,56.4513,1.007,0.0903,1.2963,-23.7233,-686.6092,-13.8581,-8.7994,-318465953.8,0.0106,0.5987,-0.49,3.3159,-0.231,2.3221
601106.SH,中国一重,2010年2月9日,2017年4月21日,2628,1,-4.6489,-37.3609,-36.1983,-27.9681,-2.9757,-37.3609,-12.0461,0.408,0.7129,0.1771,0.7666,0.7325,0.1284,1.6155,1.2313,60.3737,1.111,0.2549,1.5236,-39.7468,-9505.0462,-11.1009,-4.7964,-221029136.3,-0.0187,-1.1266,-0.2746,2.2792,-0.0338,1.2871
002571.SZ,德力股份,2011年4月12日,2017年4月25日,2205,1,-2.7893,-7.9743,-7.3154,-7.2169,-2.2027,-7.9743,-4.1264,3.2735,1.4132,0.8141,2.188,2.4864,0.3813,1.6468,1.1928,31.7962,15.6789,0.593,0.4662,20.6697,-754.4337,-3.9629,-1.795,-146414192.4,0.0701,2.2294,-0.1599,3.8761,-0.3736,2.3058
002312.SZ,三泰控股,2009年12月3日,2017年4月28日,2703,1,-0.7793,-5.698,-2.6592,-2.5747,0.513,-5.698,-0.8551,1.2519,1.696,0.4359,1.5525,7.6919,0.2931,2.5454,2.4807,35.4844,5.0486,1.2741,0.55,116.9524,-139.9002,173.2206,140.4777,1500176057,-0.0556,-1.9741,-0.04,4.8279,1.6329,3.4898
002473.SZ,圣莱达,2010年9月10日,2017年5月2日,2426,1,-3.0967,-17.4433,-13.3587,-11.7279,-3.8589,-17.4433,-3.5031,3.5717,0.8617,0.4175,0.6577,2.2114,0.2318,3.1535,2.679,18.2969,1.7205,1.7087,0.2239,-48.7001,-39.2427,-3.3846,4.8823,-2074324.13,-0.2195,-4.017,-0.098,2.3525,-0.013,1.3872
600423.SH,ST柳化,2003年7月17日,2017年5月3日,5039,1,-9.5925,-19.4273,-18.4665,-15.824,-6.4392,-19.4273,-61.6888,11.7651,0.8667,1.6682,6.5842,5.5716,0.5195,0.5345,0.3691,83.5623,0.3498,0.1362,5.0836,-6.7133,-5740.4124,-39.5751,-10.2504,-342699009.9,0.0201,1.6829,-1.22,1.971,-0.8581,1.2753
002604.SZ,*ST龙力,2011年7月28日,2018年1月19日,2367,1,3.371,12.4473,13.2672,15.4655,4.2612,12.4473,3.8526,8.2021,1.3143,0.8215,1.467,8.7048,0.2541,2.4327,2.2743,27.7957,-0.5259,1.9381,0.385,-2.6178,142.7122,61.3061,56.7174,244277883.6,0.1717,4.7731,0.216,5.0857,0.4074,3.0693
600321.SH,ST正源,2001年5月24日,2018年4月12日,6167,1,-0.2888,-1.8447,-1.6467,-1.3579,0.4179,-1.8447,-0.3474,4.2364,0.2465,0.9613,0.3725,1.6495,0.1754,1.5969,0.6683,11.3784,425.048,0.2738,0.1284,-24.4521,84.4783,-0.3462,-11.8576,43845726.42,-0.0507,-0.577,-0.006,1.7628,0.029,0.6763
601798.SH,ST蓝科,2011年6月22日,2018年4月25日,2499,1,-4.6398,-33.3643,-24.8928,-23.0726,-4.6537,-33.3643,-7.5388,0.7272,0.5586,0.3479,1.5648,1.203,0.1864,1.3559,1.0718,40.8347,5.8188,0.3545,0.6902,-39.5279,-403.2762,-7.2728,8.9692,86120343.82,0.1001,4.0882,-0.387,5.14,0.2429,2.8121
600238.SH,ST椰岛,2000年1月20日,2018年4月26日,6671,1,-2.3129,-3.2561,-4.1987,-4.2931,-0.5838,-3.2561,-4.0797,40.1461,3.5152,0.7815,1.8881,1.2793,0.5509,3.6553,2.5376,50.3341,1.7205,2.135,1.0135,-7.0617,-367.5586,-3.943,30.7778,532710379.1,0.0942,4.7393,-0.08,1.9278,1.1886,0.2844
002194.SZ,武汉凡谷,2007年12月7日,2018年4月27日,3794,1,-6.5491,-10.0029,-9.8643,-9.2191,-6.038,-10.0029,-8.2727,3.9715,3.4808,0.9168,2.967,2.6171,0.6639,3.4739,2.3795,21.6754,1.7205,1.7112,0.2767,49.0126,-320.2504,-2.193,2.1709,421577147.4,0.6682,14.4839,-0.3,3.5378,0.7466,1.4616
002570.SZ,贝因美,2011年4月12日,2018年4月27日,2572,1,-13.6271,-23.3783,-27.9247,-23.5461,-9.8001,-23.3783,-27.0787,2.1863,1.6968,0.8703,2.7036,1.8019,0.488,1.4144,1.133,51.6049,2.5801,0.3848,1.0663,-54.8072,-962.8033,-21.404,12.8309,371054786.8,-0.1366,-7.0481,-0.76,2.8195,0.3629,1.1574
002260.SZ,*ST德奥,2008年7月16日,2018年5月2日,3577,1,0.5663,0.5074,0.732,0.7284,2.5254,0.5074,1.5137,9.0446,6.0348,1.6061,2.7044,3.8888,0.7736,0.6975,0.4529,65.4337,-0.3962,0.2706,1.893,5.4211,124.3781,3.7028,15.2459,-42556553.95,0.0667,4.3666,0.02,1.2809,-0.1605,0.0485
002263.SZ,*ST东南,2008年7月28日,2018年5月2日,3565,1,-4.6997,-20.4896,-20.2329,-18.6447,-3.4196,-20.4896,-6.7807,6.7405,0.5917,0.8927,0.5061,4.6247,0.2323,0.9476,0.7908,29.7207,4.8908,0.4138,0.4229,27.7602,-5439.8609,-7.2443,-5.7734,-72771968.61,0.0906,2.6916,-0.1,1.4573,-0.0387,0.447
002122.SZ,*ST天马,2007年3月28日,2018年5月3日,4054,1,-3.6262,-9.0519,-11.9319,-12.7371,-2.6875,-9.0519,-5.6512,2.1831,0.9621,0.5259,1.8167,0.9906,0.3039,2.4759,1.4508,29.6187,216.5382,0.4176,0.4208,6.2313,-582.4833,-6.0774,-12.0026,165817729.9,0.4546,13.4644,-0.21,3.756,0.1396,0.866
002552.SZ,宝鼎科技,2011年2月25日,2018年5月3日,2624,1,-13.7994,-94.5393,-92.6306,-69.9032,-13.6457,-94.5393,-23.295,1.6777,0.4746,0.5878,0.6007,1.441,0.149,0.6677,0.3811,37.8899,2.4419,0.1307,0.61,-16.7055,-4033.0568,-11.3644,-8.9424,-2989955.69,0.2133,8.082,-0.56,2.3874,-0.01,1.1344
600399.SH,ST抚钢,2000年12月29日,2018年6月27日,6389,1,-0.4018,-1.3361,-0.9428,-0.9489,2.8099,-1.3361,-20.9145,4.1803,1.7009,0.7242,3.5981,2.1142,0.4262,0.6135,0.4376,98.0062,-0.2198,0.2845,49.1543,-14.3233,-122.4172,-89.0132,-18.616,-95521459.48,-0.0142,-1.3958,-0.0339,0.1622,-0.0735,0.1251
300028.SZ,金亚科技,2009年10月30日,2018年6月27日,3162,1,-2.8917,-26.2305,-14.7078,-12.3221,-4.405,-26.2305,-5.8525,1.782,3.6925,0.4131,0.417,4.0445,0.1966,0.745,0.6979,27.1834,1.7205,0.1093,0.3733,-75.833,-205.4023,3.4072,-48.652,-196513158.1,0.2753,7.4829,-0.0612,1.048,-0.5713,1.0559
002427.SZ,*ST尤夫,2010年6月8日,2018年8月2日,2977,1,4.2714,8.2361,7.6421,8.3379,4.3393,8.2361,7.6485,5.2897,1.7395,1.1271,6.1787,5.8703,0.5589,0.8824,0.7829,57.7767,2.1705,0.5151,1.3684,39.8684,80.5186,4.3588,87.0199,1176713941,0.1161,6.7056,0.42,5.537,2.9554,3.2982
002496.SZ,辉丰股份,2010年11月9日,2018年8月14日,2835,1,2.4803,3.516,2.8945,2.9782,3.3264,3.516,5.0606,8.8464,2.6914,1.7315,3.8743,4.4659,0.8569,1.4582,1.0559,48.3285,2.832,0.3944,0.9353,179.9997,3.4057,9.3509,20.8465,-106256684.4,-0.1207,-5.8323,0.12,2.2861,-0.0705,0.638
603188.SH,ST亚邦,2014年9月9日,2018年8月14日,1435,1,15.7631,33.3726,28.5638,43.3677,18.4527,33.3726,18.932,8.4601,2.1394,1.0526,3.9714,1.817,0.5519,3.1946,2.3083,16.6475,1.7205,1.5147,0.1997,19.7091,-1.7923,11.8664,3.0807,19828871.3,0.7858,13.0816,1.1378,6.0101,0.0344,2.0507
002450.SZ,*ST康得,2010年7月16日,2019年1月23日,3113,1,8.1593,24.5393,21.0011,28.0193,9.6964,24.5393,13.7376,2.5604,3.5574,0.5026,3.3316,11.9651,0.3885,2.1419,2.0923,47.3785,1.7205,1.6138,0.9004,126.3607,25.9941,15.5977,29.6582,388758862.3,0.2256,10.6874,0.7,5.0901,0.1099,1.9236
002190.SZ,*ST集成,2007年12月3日,2019年3月25日,4130,1,-2.8398,-16.7124,-13.2237,-11.8952,-3.3919,-16.7124,-6.4856,2.1366,0.7353,0.4101,5.6274,2.3341,0.2148,1.3935,1.1429,55.0726,18.8407,0.7195,1.2258,106.8766,-230.0971,-8.1936,3.5075,-845276249.3,-0.0532,-2.9302,-0.3138,4.8386,-2.4487,2.827
600526.SH,*ST菲达,2002年7月22日,2019年4月22日,6118,1,-2.4327,-4.7631,-5.2113,-5.2139,-1.3127,-4.7631,-7.1237,2.8327,5.1275,0.6177,6.9512,1.1043,0.4668,1.1216,0.5919,71.5116,1.1622,0.2029,2.5102,36.7087,-502.4793,-7.6453,4.4921,-1928724.29,-0.0361,-2.581,-0.3,4.2759,-0.0035,3.1077
600485.SH,*ST信威,2003年8月7日,2019年4月30日,5745,1,-8.1223,-316.2286,-273.5454,-82.2754,-6.8769,-316.2286,-17.7065,0.1401,1.1125,0.035,0.2213,0.5298,0.0297,2.5826,2.4593,52.3597,1.7205,1.578,1.0991,-79.5067,-210.611,-15.5391,-2.2896,-430118346.8,-0.066,-3.4574,-0.6,3.4168,-0.1471,1.0495
002005.SZ,*ST德豪,2004年6月25日,2019年4月30日,5422,1,-7.0297,-22.0763,-22.9754,-19.7309,-4.9651,-22.0763,-15.7296,3.6508,1.1591,0.6684,2.3817,4.412,0.306,0.9585,0.8533,53.7444,4.2637,0.4904,1.1619,1.1607,-3569.5975,15.3124,3.0594,1520061031,0.0674,3.6223,-0.6664,3.4995,0.8614,2.666
002021.SZ,*ST中捷,2004年7月15日,2019年4月30日,5402,1,-5.4001,-9.2565,-9.4367,-8.8554,-3.2585,-9.2565,-9.949,4.9273,4.4304,0.8491,1.4574,3.7305,0.5722,1.4113,1.116,46.23,3.6501,0.2326,0.8598,-10.7634,-650.9225,-9.0058,0.6831,-203387289.7,0.0525,2.4249,-0.14,1.3621,-0.2957,0.7275
002420.SZ,*ST毅昌,2010年6月1日,2019年4月30日,3255,1,-11.6264,-10.2584,-8.4427,-8.2758,-12.6402,-10.2584,-40.4923,4.5827,6.4847,2.0338,14.2088,6.0313,1.3771,0.9904,0.6444,71.0228,1.3503,0.1493,2.451,75.7125,-3315.9675,-28.8468,-0.5639,-14258808.9,0.0082,0.5836,-1.19,2.9471,-0.0356,2.0148
002569.SZ,*ST步森,2011年4月12日,2019年4月30日,2940,1,-5.0468,-9.8766,-9.831,-10.4247,-4.617,-9.8766,-6.8802,5.005,6.9271,0.6509,2.4561,1.188,0.5134,2.3282,1.5646,31.0334,1.7205,1.1033,0.45,-28.6596,-618.0952,-6.4373,13.5809,-59125815.59,-0.0451,-1.3992,-0.24,3.5095,-0.4223,2.2771
600595.SH,*ST中孚,2002年6月26日,2019年5月6日,6158,1,-1.7921,-4.6127,-4.0383,-3.8835,1.7917,-4.6127,-4.1079,24.397,0.8262,1.9431,6.616,6.6174,0.4438,0.4762,0.323,79.0532,0.1763,0.1629,3.774,19.117,-389.3339,-4.4397,-2.9992,-789156250.2,0.025,1.9798,-0.11,2.6465,-0.4531,1.6038
002089.SZ,*ST新海,2006年11月30日,2019年5月6日,4540,1,-1.8442,-5.8724,-5.7393,-5.5276,0.6059,-5.8724,-6.6259,2.7493,1.4837,0.7893,1.1673,6.9973,0.3213,0.7567,0.692,58.7437,1.0481,0.2246,1.4239,40.4842,-261.2222,-8.2531,-14.1866,-277131733,0.0658,3.8643,-0.08,1.266,-0.2016,0.0166
002290.SZ,*ST中科,2009年9月3日,2019年5月6日,3532,1,0.0914,1.3193,0.1656,0.1793,0.7935,1.3193,0.1963,1.4781,5.8408,0.6501,5.8983,3.5119,0.5517,2.0508,1.8001,62.6603,1.2729,0.4368,1.6781,20.8237,-91.5211,0.2318,65.5614,24245693.27,-0.499,-31.2651,0.01,4.9777,0.0999,3.1959
002333.SZ,*ST罗普,2010年1月12日,2019年5月6日,3401,1,-2.3893,-6.8951,-3.9244,-3.6882,-1.7797,-6.8951,-2.648,11.1552,1.304,1.6999,2.0543,5.6386,0.6088,3.9009,2.6678,9.3196,1.7205,0.9152,0.1028,-4.4282,-128.7727,-5.7175,-7.5333,-105133034,-0.2614,-2.4362,-0.0775,2.9272,-0.2092,0.9041
002501.SZ,*ST利源,2010年11月17日,2019年5月6日,3092,1,3.8305,21.0384,17.2579,22.2901,5.7906,21.0384,6.5442,23.4836,0.5173,2.711,2.4953,9.0313,0.222,0.1814,0.1364,47.4955,1.5112,0.0425,0.9046,56.8682,-4.9309,75.0966,25.9399,-179220083.2,0.1772,8.4155,0.44,6.5804,-0.1475,3.5423
002684.SZ,*ST猛狮,2012年6月12日,2019年5月6日,2519,1,-1.9958,-5.6911,-4.3966,-4.385,0.4222,-5.6911,-4.983,1.7124,2.1604,0.8523,6.8826,4.5623,0.4539,0.8872,0.7584,74.8216,0.4483,0.1943,2.9717,699.7315,-324.5458,71.8464,78.8829,392042682.4,-0.1635,-12.2329,-0.24,4.7447,0.691,3.5389
002766.SZ,*ST索菱,2015年6月11日,2019年5月6日,1425,1,5.6645,11.2973,9.9111,11.46,5.9576,11.2973,7.5613,3.1179,3.5168,0.877,3.5523,2.1971,0.5715,2.2236,1.772,43.718,1.7205,0.9652,0.7768,94.3749,96.91,85.0845,80.9551,478543591.7,0.0664,2.9024,0.35,4.4597,1.1347,2.164
600518.SH,ST康美,2001年3月19日,2019年5月21日,6637,1,6.6285,18.2605,15.4649,19.0504,8.4037,18.2605,12.8022,7.1115,4.4033,0.5246,5.3228,1.303,0.4286,2.2056,1.5925,53.2392,1.7205,1.3441,1.1385,66.0083,22.7133,10.02,25.3505,6817661883,0.0504,2.6815,0.784,5.8431,1.3706,2.3347
002220.SZ,ST天宝,2008年2月28日,2019年5月28日,4107,1,2.7015,9.3191,9.1324,10.276,3.9749,9.3191,4.856,1.3517,0.9934,0.584,2.6764,4.7272,0.2958,6.4437,5.8698,46.2543,1.4679,0.4809,0.8606,-8.8396,-26.3014,3.811,7.283,-190907714.6,-0.1227,-5.6749,0.24,5.033,-0.3487,1.8411
603996.SH,ST中新,2015年12月22日,2019年5月29日,1254,1,3.7761,2.6435,2.1944,2.2776,4.7387,2.6435,9.76,4.2867,22.338,1.9573,22.1736,6.27,1.7208,1.2965,0.9254,67.7122,1.1658,0.2529,2.0971,176.4395,24.1686,7.24,49.4596,-174228359,-0.2258,-15.2897,0.49,4.9854,-0.5805,1.8565
002692.SZ,ST远程,2012年8月8日,2019年6月4日,2491,1,2.343,1.0286,2.6954,2.8174,4.1854,1.0286,5.0016,2.1181,5.4245,1.117,3.5824,5.4718,0.8693,1.5276,1.2462,51.8984,1.8099,0.4079,1.0789,3.1636,-27.2466,3.6077,10.8295,67852711.17,-0.0788,-4.088,0.1043,2.0845,0.0945,0.2086
603810.SH,丰山集团,2018年9月17日,2019年7月16日,302,1,10.6203,10.0746,8.4978,9.6942,11.9162,10.0746,19.5906,11.6944,4.9356,2.0302,20.9871,3.7233,1.2498,1.3465,0.8232,51.5628,1.7205,0.5173,1.0645,36.7012,48.7782,22.3577,27.0685,118934033.5,0.3414,17.6016,1.78,9.1035,1.9822,3.7662
601113.SH,ST华鼎,2011年5月9日,2019年10月9日,3075,1,2.2768,4.4531,3.7154,3.8497,2.9318,4.4531,3.3381,8.4344,1.9542,1.0739,3.4022,8.1892,0.6128,1.6475,1.4235,39.9814,1.7205,1.129,0.6661,66.4826,32.1381,1.8891,8.5306,28413695.34,0.0966,3.8633,0.11,3.3691,0.0341,1.79
002716.SZ,ST金贵,2014年1月28日,2019年10月9日,2080,1,2.9646,2.7322,2.279,2.3471,5.3642,2.7322,7.167,5542.3599,9.6324,1.7863,20.0036,2.8114,1.3008,2.0551,0.8886,60.4593,1.3282,0.6196,1.529,162.9913,80.4693,68.4247,22.7675,439354585.1,0.0654,3.9546,0.47,6.2593,0.7776,2.926
603779.SH,ST威龙,2016年5月16日,2019年11月25日,1288,1,3.742,11.2294,7.6409,9.444,6.277,11.2294,4.5674,12.6865,2.2644,0.7748,3.6169,0.5142,0.4897,2.7265,0.9663,26.2489,79.4707,0.6991,0.3559,16.3836,7.9559,77.5915,24.9414,143153382.7,0.1288,3.3812,0.31,6.0508,0.6234,2.9517
600290.SH,ST华仪,2000年11月6日,2019年12月26日,6989,1,0.8787,5.8656,2.9272,3.1934,1.8012,5.8656,1.4353,0.9478,2.4338,0.4018,2.8662,2.6282,0.3002,1.7973,1.6053,43.8952,61.7666,0.5024,0.7824,24.5283,233.3618,1.4562,7.7065,-514955677.2,-0.0349,-1.5316,0.08,5.4851,-0.6777,3.778
600332.SH,白云山,2001年2月6日,2020年1月1日,6903,0,8.8568,9.0827,8.367,9.0809,7.7387,9.0827,15.8681,7.0471,16.0952,1.3088,25.9774,4.9744,1.0585,1.5968,1.2542,55.0452,1.7205,0.7012,1.2245,120.8345,66.7826,14.9081,81.8213,3576077039,0.1841,10.1334,2.116,13.3381,2.1996,6.0679
600312.SH,平高电气,2001年2月21日,2020年1月1日,6888,0,1.2388,3.2326,2.388,2.528,2.1318,3.2326,3.208,1.1142,3.5458,0.6929,7.9712,3.2241,0.5188,1.3197,1.118,58.9912,6.172,0.199,1.4385,85.5094,-60.0493,0.8183,16.8319,816931448.3,0.058,3.4196,0.211,6.5779,0.602,3.5993
600586.SH,金晶科技,2002年8月15日,2020年1月1日,6348,0,0.8735,3.3633,1.6411,1.8226,3.7054,3.3633,1.8549,13.2527,1.0986,1.4534,3.5141,5.14,0.5323,0.7941,0.6399,55.6886,7.9504,0.4769,1.2568,54.1378,-25.6846,0.5518,0.5559,658339574.3,0.1149,6.3977,0.0551,2.8982,0.4514,1.3524
600353.SH,旭光股份,2002年11月20日,2020年1月1日,6251,0,3.5869,6.5891,5.81,6.4498,4.0738,6.5891,5.4903,2.924,3.4075,0.8086,1.9474,3.8206,0.6174,2.5897,2.0767,29.9807,1.7205,1.2217,0.4282,26.8067,38.7075,-4.742,-2.5147,-103773070.3,0.0737,2.2082,0.1055,1.8889,-0.1909,0.2092
600525.SH,长园集团,2002年12月2日,2020年1月1日,6239,0,-0.0725,3.7737,-0.1959,-0.2103,4.1082,3.7737,2.0904,1.821,3.1285,0.813,5.3876,2.8606,0.3698,0.9955,0.8356,69.1888,0.2382,0.2482,2.2456,71.4832,90.6183,-8.67,-2.8912,296345045.6,0.0545,3.7698,0.0855,4.0325,0.2237,1.4043
600537.SH,亿晶光电,2003年1月23日,2020年1月1日,6187,0,1.0333,2.9298,1.9323,2.055,1.3048,2.9298,1.8794,5.4968,1.1644,1.1473,3.018,10.4487,0.5348,1.6569,1.5243,45.3534,1.7205,0.9286,0.8299,-27.8248,40.9488,1.4829,1.2333,-49551023.36,0.1423,6.454,0.06,3.1029,-0.0421,1.0907
600409.SH,三友化工,2003年6月18日,2020年1月1日,6041,0,6.885,11.074,8.4343,9.6553,9.6785,11.074,14.3546,34.8441,1.4008,2.6901,9.7724,7.7748,0.8163,0.871,0.659,53.5102,2.0357,0.5587,1.151,47.3197,-15.5155,10.3732,5.1801,458577055.5,0.1331,7.1217,0.7683,5.3524,0.2221,1.7172
600271.SH,航天信息,2003年7月11日,2020年1月1日,6018,0,13.5356,12.1671,9.9225,11.5619,15.6405,12.1671,14.5567,18.215,25.4915,1.7569,15.0013,21.4389,1.3641,2.922,2.7241,36.5811,1.7205,2.2292,0.5768,24.8249,13.6981,8.4227,10.0612,-412758106.6,0.2535,9.2718,0.8725,5.7313,-0.2216,0.2151
600487.SH,亨通光电,2003年8月22日,2020年1月1日,5976,0,8.1973,9.0005,7.8172,8.8394,9.593,9.0005,20.382,4.9922,6.8394,1.5459,17.7896,5.846,1.0486,1.1547,0.9371,62.8709,1.61,0.3131,1.6933,149.6872,18.6194,18.24,27.4445,410700760.2,0.0811,5.0966,1.33,6.5245,0.2157,1.6788
600184.SH,光电股份,2003年11月6日,2020年1月1日,5900,0,1.5685,2.4773,2.3883,2.5641,1.6307,2.4773,2.4962,4.2937,4.2607,0.9728,4.7612,5.0258,0.6567,1.918,1.597,34.6608,1.7205,0.9188,0.5305,-11.8167,30.3998,1.9081,-7.0712,-142508470.4,0.0714,2.4741,0.11,4.5634,-0.2801,2.663
600990.SH,四创电子,2004年5月10日,2020年1月1日,5714,0,3.7662,5.4993,4.9888,5.4331,4.3814,5.4993,10.7667,3.3245,7.5968,1.1385,32.959,4.0785,0.7549,1.0825,0.8122,67.6212,7.2121,0.3476,2.0884,110.0118,27.3981,11.0709,15.4357,-111608394.3,0.0263,1.7774,1.62,15.0129,-0.7011,5.7236
002001.SZ,新和成,2004年6月25日,2020年1月1日,5668,0,15.4467,41.8052,35.6824,66.2617,16.7349,41.8052,19.0403,5.1152,1.7369,0.773,4.0413,2.6987,0.4329,2.3378,2.0213,26.0766,46.9399,0.658,0.3528,127.1624,80.7933,15.8593,20.6353,-4826465404,0.6399,16.6872,1.43,7.5258,-2.2463,2.1073
002025.SZ,航天电器,2004年7月26日,2020年1月1日,5637,0,8.8637,15.202,14.2517,19.1206,9.1236,15.202,13.3387,2.1132,5.4282,0.7493,6.6063,5.1348,0.6219,2.7779,2.5175,32.5239,1.7205,1.4366,0.482,51.2775,16.9271,13.4492,7.5065,-94352640.2,0.0793,2.5777,0.84,6.2728,-0.2199,1.124
002045.SZ,国光电器,2005年5月23日,2020年1月1日,5336,0,-4.9183,-6.682,-5.4578,-5.6743,-4.5772,-6.682,-13.2274,3.577,5.8754,1.8096,8.6295,6.259,0.9011,1.0541,0.817,64.3403,0.9446,0.1828,1.8043,81.1375,-272.3931,15.0732,15.3913,263550374,0.0451,2.8988,-0.49,3.5358,0.5627,1.7695
002055.SZ,得润电子,2006年7月25日,2020年1月1日,4908,0,2.4908,3.3843,3.2998,3.3957,4.0905,3.3843,9.68,3.9925,6.5982,1.1051,15.5393,3.6862,0.7548,1.1086,0.8111,69.6343,0.5038,0.3352,2.2932,145.3795,66.2483,12.7796,6.0038,-696879985.9,-0.0354,-2.4632,0.5501,5.6214,-1.4528,2.6983
002076.SZ,雪莱特,2006年10月25日,2020年1月1日,4816,0,-45.7952,-150.7379,-153.7733,-137.8418,-50.4873,-150.7379,-170.0766,1.1879,2.1331,0.46,0.7277,0.9459,0.2978,0.9205,0.5795,71.9433,0.7932,0.1581,2.5642,-29.3841,-2573.2352,-53.7105,-28.1183,-91756010.93,-0.0053,-0.3791,-1.09,0.6304,-0.118,0.4601
002087.SZ,新野纺织,2006年11月30日,2020年1月1日,4780,0,4.1196,6.9478,6.4171,7.0893,7.0005,6.9478,9.897,8.9439,2.0703,1.1133,7.4191,2.0013,0.642,1.2439,0.6355,59.2131,0.8424,0.2043,1.4518,98.8995,32.6793,20.1013,7.0463,-208298152.7,0.026,1.542,0.4731,4.7807,-0.255,1.6483
002096.SZ,南岭民爆,2006年12月22日,2020年1月1日,4758,0,0.6141,1.4452,1.0763,1.1283,2.0387,1.4452,1.1411,3.6468,2.2172,1.1252,5.8549,7.4055,0.5705,1.2329,1.0988,45.4489,2.7804,0.3865,0.8331,-1.1231,-8.5306,-0.8923,-4.3924,-136997360.6,-0.0469,-2.1319,0.06,5.3622,-0.369,1.4954
002144.SZ,宏达高科,2007年8月3日,2020年1月1日,4534,0,4.6996,15.9601,14.6069,17.5132,5.2252,15.9601,5.4562,4.0998,2.2365,1.0914,3.612,6.4603,0.3217,2.6461,2.2491,14.1832,1.7205,0.5455,0.1653,21.2316,-1.6441,-1.346,-4.0521,-11500447.23,0.1316,1.8665,0.51,9.4197,-0.0651,3.9511
002157.SZ,正邦科技,2007年8月17日,2020年1月1日,4520,0,1.015,1.1659,0.8707,0.8915,2.3666,1.1659,2.9856,49.9189,2.7816,3.4747,9.3546,5.2499,1.1656,0.7147,0.2817,68.0223,0.8362,0.1629,2.1272,34.7017,-65.4008,2.5784,28.3459,-170296560.6,0.0917,6.2401,0.08,2.7407,-0.072,0.8482
002158.SZ,汉钟精机,2007年8月17日,2020年1月1日,4520,0,6.3718,13.6257,11.7089,14.6254,7.5923,13.6257,10.9549,5.1199,2.2828,0.7742,3.2351,3.3121,0.5442,2.1149,1.773,42.6741,16.7234,0.691,0.7444,94.7675,-9.4073,4.4764,4.5416,-92194258.7,0.0695,2.9646,0.3821,3.4557,-0.1722,0.7979
002179.SZ,中航光电,2007年11月1日,2020年1月1日,4444,0,8.6594,14.0708,12.916,16.7052,8.6589,14.0708,15.7733,2.3705,5.5929,0.8378,9.8819,3.1921,0.6704,1.9505,1.5967,50.5437,1.7205,0.9041,1.022,65.4115,16.5225,23.665,32.4601,1046283166,0.0034,0.1704,1.2165,7.3093,1.3228,1.2653
002202.SZ,金风科技,2007年12月26日,2020年1月1日,4389,0,4.2589,12.9424,11.4254,12.87,5.5692,12.9424,12.8864,1.9267,1.5173,0.8706,8.079,4.6855,0.3728,1.0417,0.8836,67.4609,1.0246,0.2259,2.0732,-4.4291,4.249,10.0258,11.7825,-1734166773,0.0569,3.8412,0.8844,6.4585,-0.4876,2.2968
002223.SZ,鱼跃医疗,2008年4月18日,2020年1月1日,4275,0,11.0913,18.5542,17.9492,22.9579,12.1509,18.5542,13.2979,5.2359,7.1334,1.0446,4.1731,3.9106,0.6179,3.4391,2.8621,19.7751,1.7205,1.8143,0.2465,98.8552,19.655,4.3356,4.2662,-392237130.5,0.584,11.5482,0.73,5.4547,-0.3913,1.779
002231.SZ,奥维通信,2008年5月12日,2020年1月1日,4251,0,-15.0138,-49.8571,-53.6752,-50.4256,-16.2227,-49.8571,-24.1175,0.8634,5.5313,0.3046,0.6937,0.808,0.2797,3.2577,1.8991,28.8419,1.7205,0.7273,0.4053,-36.4988,-1490.3145,-19.8494,-22.246,-37663889.96,0.2486,7.1711,-0.3724,1.544,-0.1056,0.4657
002240.SZ,威华股份,2008年5月23日,2020年1月1日,4240,0,4.6335,6.0105,6.0774,6.4056,5.5245,6.0105,7.402,22.9577,1.8593,1.6727,4.7142,2.7554,0.7624,1.4118,0.5952,38.7437,4.0263,0.2807,0.6325,75.2758,724.0525,6.0318,23.9018,-147150962,-0.001,-0.0389,0.3,4.0381,-0.2749,2.8242
002246.SZ,北化股份,2008年6月5日,2020年1月1日,4227,0,3.5022,5.9112,5.2614,5.9018,3.8365,5.9112,5.1362,4.6308,2.526,1.0782,4.3046,4.0351,0.6656,2.4217,1.9517,27.3176,1.7205,0.6557,0.3758,57.0483,13.8263,6.9654,3.9991,-476388703.9,0.135,3.6881,0.23,4.3858,-0.8677,1.8134
601727.SH,上海电气,2008年12月5日,2020年1月1日,4044,0,2.6222,5.9758,5.4159,6.0025,3.2468,5.9758,5.2653,4.3279,7.1626,0.6833,6.8697,2.569,0.4842,1.2684,1.0349,66.3024,1.7205,0.4379,1.9676,29.6734,9.4365,3.1567,9.6195,9373073000,0.0066,0.4344,0.2049,3.8906,0.6365,1.1244
002287.SZ,奇正藏药,2009年8月28日,2020年1月1日,3778,0,13.7738,29.1826,26.1654,37.0695,15.49,29.1826,15.7083,33.5277,4.4572,0.7962,2.9882,2.6566,0.5264,7.3605,7.0626,11.5679,1.7205,4.6064,0.1308,21.9639,5.542,8.1145,0.7056,141385750.3,1.8666,21.593,0.7851,4.9982,0.3482,1.0122
